anio,mes,folio,asesor,monto,diputado,tipo_informe,doc,formulario
2019,8,6307,JUAN PABLO PUIG RENDIC,1000000,Sebastián Alvarez Ramírez,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19570,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6307&prmFecha=201908
2019,8,6254,FUNDACION JAIME GUZMAN,400000,Pedro Pablo Alvarez-Salamanca Ramírez,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19381,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201908
2019,8,6254,FUNDACION JAIME GUZMAN,500000,Nino Baltolu Rasera,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19301,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201908
2019,8,6310,MARCELO ANDRÉS PÉREZ QUILAQUEO,500000,Boris Barrera  Moreno,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19574,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6310&prmFecha=201908
2019,8,6253,FUNDACION JAIME GUZMAN,200000,Jaime Bellolio Avaria,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19191,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6253&prmFecha=201908
2019,8,6254,FUNDACION JAIME GUZMAN,500000,Jaime Bellolio Avaria,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19221,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201908
2019,8,6280,FUNDACION JAIME GUZMAN,200000,Sergio Bobadilla Muñoz,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19515,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6280&prmFecha=201908
2019,8,6257,AXEL EDUARDO CALLÍS RODRIGUEZ,555555,Juan Luis Castro González,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19400,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6257&prmFecha=201908
2019,8,6254,FUNDACION JAIME GUZMAN,500000,Juan Antonio Coloma Alamos,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19371,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201908
2019,8,6311,PATRICIA EUGENIA MORANO BÜCHNER,2060000,Iván Flores García,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19575,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6311&prmFecha=201908
2019,8,6254,FUNDACION JAIME GUZMAN,500000,Juan Fuenzalida Cobo,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19201,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201908
2019,8,6254,FUNDACION JAIME GUZMAN,500000,Sergio Gahona Salazar,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19211,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201908
2019,8,6306,ALONSO JAVIER BOEGEHOLZ SAN MARTIN,1030000,Cristina Girardi Lavín,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19569,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6306&prmFecha=201908
2019,8,6254,FUNDACION JAIME GUZMAN,500000,Javier Hernández Hernández,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19241,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201908
2019,8,6254,FUNDACION JAIME GUZMAN,500000,María José Hoffmann Opazo,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19261,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201908
2019,8,6305,MARCOS ANDRÉS ESPINOSA MONARDES,500000,Carlos Abel Jarpa Wevar,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19568,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6305&prmFecha=201908
2019,8,6254,FUNDACION JAIME GUZMAN,500000,Issa Kort Garriga,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19351,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201908
2019,8,6254,FUNDACION JAIME GUZMAN,500000,Joaquín Lavín León,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19548,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201908
2019,8,6299,LEONARDO BRUNO CONTRERAS NEIRA,1030000,Andrés Longton Herrera,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19552,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6299&prmFecha=201908
2019,8,6254,FUNDACION JAIME GUZMAN,500000,Javier Macaya Danús,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19361,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201908
2019,8,6254,FUNDACION JAIME GUZMAN,500000,Patricio Melero Abaroa,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19291,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201908
2019,8,6308,MARCOS ANDRÉS ESPINOSA MONARDES,1030000,Fernando Meza Moncada,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19571,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6308&prmFecha=201908
2019,8,6287,FUNDACION CHILE MOVILIZADO,850000,Claudia Mix Jiménez,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19531,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6287&prmFecha=201908
2019,8,6254,FUNDACION JAIME GUZMAN,500000,Celso Morales Muñoz,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19321,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201908
2019,8,6254,FUNDACION JAIME GUZMAN,500000,Cristhian Moreira Barros,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19271,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201908
2019,8,6309,ASESORIA EN GESTION OPORTUNIDADES LTDA.,1030000,José Pérez Arriagada,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19572,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6309&prmFecha=201908
2019,8,6254,FUNDACION JAIME GUZMAN,600000,Guillermo Ramírez Diez,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19484,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201908
2019,8,6273,"CONSULTORA DE ASESORIA LEGISLATIVA, POLITICA Y JURIDICA CONSTRUYENDO FUTURO",1030000,Jorge Sabag Villalobos,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19494,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6273&prmFecha=201908
2019,8,6300,LEONARDO BRUNO CONTRERAS NEIRA,555556,Marcela Sabat Fernández,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19555,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6300&prmFecha=201908
2019,8,6246,GASPAR RAMIRO ATHOS JENKINS PEÑA Y LILLO,700000,Raúl Saldívar Auger,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19164,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6246&prmFecha=201908
2019,8,6261,JUAN BRIONES BELMAR,330000,Raúl Saldívar Auger,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19421,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6261&prmFecha=201908
2019,8,6254,FUNDACION JAIME GUZMAN,500000,Gustavo Sanhueza Dueñas,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19331,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201908
2019,8,6302,HERMES ORTEGA JARA,750000,Juan Santana Castillo,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19561,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6302&prmFecha=201908
2019,8,6301,HERMES ORTEGA JARA,750000,Leonardo Soto Ferrada,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19558,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6301&prmFecha=201908
2019,8,6254,FUNDACION JAIME GUZMAN,500000,Renzo Trisotti Martínez,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19231,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201908
2019,8,6303,MAURICIO FERNANDO DROGUETT SILVA,550000,Virginia Troncoso Hellman,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19563,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6303&prmFecha=201908
2019,8,6254,FUNDACION JAIME GUZMAN,500000,Osvaldo Urrutia Soto,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19341,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201908
2019,8,6254,FUNDACION JAIME GUZMAN,500000,Enrique Van Rysselberghe Herrera,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19281,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201908
2019,8,6269,JUAN BRIONES BELMAR,330000,Pedro Velásquez Seguel,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19474,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6269&prmFecha=201908
2019,8,6254,FUNDACION JAIME GUZMAN,500000,Gastón Von Muhlenbrock Zamora,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19311,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201908
2019,9,6254,FUNDACION JAIME GUZMAN,500000,Jorge Alessandri Vergara,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19272,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201909
2019,9,6304,RONALD BENJAMÍN GALLARDO DUARHTT,1030000,René Alinco Bustos,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19566,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6304&prmFecha=201909
2019,9,6254,FUNDACION JAIME GUZMAN,400000,Pedro Pablo Alvarez-Salamanca Ramírez,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19362,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201909
2019,9,6254,FUNDACION JAIME GUZMAN,500000,Nino Baltolu Rasera,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19382,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201909
2019,9,6317,ROMINA DOMINIQUE  ÁLVAREZ  TRUJILLO,500000,Boris Barrera  Moreno,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19582,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6317&prmFecha=201909
2019,9,6245,ALEJANDRO FRANCISCO MONTECINOS GARCIA,330000,Jaime Bellolio Avaria,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19156,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6245&prmFecha=201909
2019,9,6253,FUNDACION JAIME GUZMAN,200000,Jaime Bellolio Avaria,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19192,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6253&prmFecha=201909
2019,9,6254,FUNDACION JAIME GUZMAN,500000,Jaime Bellolio Avaria,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19222,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201909
2019,9,6280,FUNDACION JAIME GUZMAN,200000,Sergio Bobadilla Muñoz,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19516,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6280&prmFecha=201909
2019,9,6257,AXEL EDUARDO CALLÍS RODRIGUEZ,555555,Juan Luis Castro González,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19401,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6257&prmFecha=201909
2019,9,6254,FUNDACION JAIME GUZMAN,500000,Juan Antonio Coloma Alamos,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19342,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201909
2019,9,6254,FUNDACION JAIME GUZMAN,500000,Juan Fuenzalida Cobo,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19212,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201909
2019,9,6254,FUNDACION JAIME GUZMAN,500000,Sergio Gahona Salazar,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19372,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201909
2019,9,6313,ALONSO JAVIER BOEGEHOLZ SAN MARTIN,1333332,Cristina Girardi Lavín,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19577,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6313&prmFecha=201909
2019,9,6315,VICTORIA OLIVIA ALEJANDRA FULLERTON SOTO,726000,Cristina Girardi Lavín,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19579,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6315&prmFecha=201909
2019,9,6254,FUNDACION JAIME GUZMAN,500000,Javier Hernández Hernández,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19302,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201909
2019,9,6254,FUNDACION JAIME GUZMAN,500000,María José Hoffmann Opazo,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19252,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201909
2019,9,6314,MARCOS ANDRÉS ESPINOSA MONARDES,500000,Carlos Abel Jarpa Wevar,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19578,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6314&prmFecha=201909
2019,9,6254,FUNDACION JAIME GUZMAN,500000,Issa Kort Garriga,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19312,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201909
2019,9,6299,LEONARDO BRUNO CONTRERAS NEIRA,1030000,Andrés Longton Herrera,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19553,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6299&prmFecha=201909
2019,9,6254,FUNDACION JAIME GUZMAN,500000,Javier Macaya Danús,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19262,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201909
2019,9,6254,FUNDACION JAIME GUZMAN,500000,Patricio Melero Abaroa,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19352,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201909
2019,9,6312,MARCOS ANDRÉS ESPINOSA MONARDES,1030000,Fernando Meza Moncada,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19576,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6312&prmFecha=201909
2019,9,6287,FUNDACION CHILE MOVILIZADO,850000,Claudia Mix Jiménez,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19532,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6287&prmFecha=201909
2019,9,6254,FUNDACION JAIME GUZMAN,500000,Celso Morales Muñoz,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19202,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201909
2019,9,6254,FUNDACION JAIME GUZMAN,500000,Cristhian Moreira Barros,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19282,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201909
2019,9,6318,ANGELA CABEZON CONTRERAS CONSULTORIA COMUNICACIONAL EIRL (EMSIGN),2000000,Jaime Mulet Martínez,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19583,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6318&prmFecha=201909
2019,9,6309,ASESORIA EN GESTION OPORTUNIDADES LTDA.,1030000,José Pérez Arriagada,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19573,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6309&prmFecha=201909
2019,9,6254,FUNDACION JAIME GUZMAN,600000,Guillermo Ramírez Diez,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19485,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201909
2019,9,6273,"CONSULTORA DE ASESORIA LEGISLATIVA, POLITICA Y JURIDICA CONSTRUYENDO FUTURO",1030000,Jorge Sabag Villalobos,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19495,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6273&prmFecha=201909
2019,9,6300,LEONARDO BRUNO CONTRERAS NEIRA,555556,Marcela Sabat Fernández,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19556,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6300&prmFecha=201909
2019,9,6246,GASPAR RAMIRO ATHOS JENKINS PEÑA Y LILLO,700000,Raúl Saldívar Auger,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19165,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6246&prmFecha=201909
2019,9,6261,JUAN BRIONES BELMAR,330000,Raúl Saldívar Auger,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19422,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6261&prmFecha=201909
2019,9,6254,FUNDACION JAIME GUZMAN,500000,Gustavo Sanhueza Dueñas,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19242,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201909
2019,9,6302,HERMES ORTEGA JARA,750000,Juan Santana Castillo,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19562,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6302&prmFecha=201909
2019,9,6301,HERMES ORTEGA JARA,750000,Leonardo Soto Ferrada,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19559,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6301&prmFecha=201909
2019,9,6254,FUNDACION JAIME GUZMAN,500000,Renzo Trisotti Martínez,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19332,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201909
2019,9,6316,MAURICIO FERNANDO DROGUETT SILVA,550000,Virginia Troncoso Hellman,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19580,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6316&prmFecha=201909
2019,9,6254,FUNDACION JAIME GUZMAN,500000,Osvaldo Urrutia Soto,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19232,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201909
2019,9,6254,FUNDACION JAIME GUZMAN,500000,Enrique Van Rysselberghe Herrera,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19292,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201909
2019,9,6254,FUNDACION JAIME GUZMAN,500000,Gastón Von Muhlenbrock Zamora,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19322,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201909
2019,10,6254,FUNDACION JAIME GUZMAN,500000,Jorge Alessandri Vergara,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19343,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201910
2019,10,6304,RONALD BENJAMÍN GALLARDO DUARHTT,1030000,René Alinco Bustos,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19567,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6304&prmFecha=201910
2019,10,6328,ARNALDO RICARDO ARANCIBIA RAMOGNINI,1000000,Sebastián Alvarez Ramírez,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19599,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6328&prmFecha=201910
2019,10,6254,FUNDACION JAIME GUZMAN,400000,Pedro Pablo Alvarez-Salamanca Ramírez,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19333,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201910
2019,10,6254,FUNDACION JAIME GUZMAN,500000,Nino Baltolu Rasera,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19273,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201910
2019,10,6320,ROMINA DOMINIQUE  ÁLVAREZ  TRUJILLO,500000,Boris Barrera  Moreno,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19585,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6320&prmFecha=201910
2019,10,6245,ALEJANDRO FRANCISCO MONTECINOS GARCIA,330000,Jaime Bellolio Avaria,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19157,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6245&prmFecha=201910
2019,10,6253,FUNDACION JAIME GUZMAN,200000,Jaime Bellolio Avaria,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19193,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6253&prmFecha=201910
2019,10,6254,FUNDACION JAIME GUZMAN,500000,Jaime Bellolio Avaria,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=19313,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6254&prmFecha=201910
